,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title
416,417,1,2,female,34.0,1,1,28220,32.5,X,S,2
417,418,1,2,female,18.0,0,2,250652,13.0,X,S,3
418,419,0,2,male,30.0,0,0,28228,13.0,X,S,4
419,420,0,3,female,10.0,0,2,345773,24.15,X,S,3
420,421,0,3,male,26.507588932806325,0,0,349254,7.8958,X,C,4
421,422,0,3,male,21.0,0,0,A/5. 13032,7.7333,X,Q,4
422,423,0,3,male,29.0,0,0,315082,7.875,X,S,4
423,424,0,3,female,28.0,1,1,347080,14.4,X,S,2
424,425,0,3,male,18.0,1,1,370129,20.2125,X,S,4
425,426,0,3,male,26.507588932806325,0,0,A/4. 34244,7.25,X,S,4
426,427,1,2,female,28.0,1,0,2003,26.0,X,S,2
427,428,1,2,female,19.0,0,0,250655,26.0,X,S,3
428,429,0,3,male,26.507588932806325,0,0,364851,7.75,X,Q,4
429,430,1,3,male,32.0,0,0,SOTON/O.Q. 392078,8.05,E,S,4
430,431,1,1,male,28.0,0,0,110564,26.55,C,S,4
431,432,1,3,female,21.75,1,0,376564,16.1,X,S,2
432,433,1,2,female,42.0,1,0,SC/AH 3085,26.0,X,S,2
433,434,0,3,male,17.0,0,0,STON/O 2. 3101274,7.125,X,S,4
434,435,0,1,male,50.0,1,0,13507,55.9,E,S,4
435,436,1,1,female,14.0,1,2,113760,120.0,B,S,3
436,437,0,3,female,21.0,2,2,W./C. 6608,34.375,X,S,3
437,438,1,2,female,24.0,2,3,29106,18.75,X,S,2
438,439,0,1,male,64.0,1,4,19950,263.0,C,S,4
439,440,0,2,male,31.0,0,0,C.A. 18723,10.5,X,S,4
440,441,1,2,female,45.0,1,1,F.C.C. 13529,26.25,X,S,2
441,442,0,3,male,20.0,0,0,345769,9.5,X,S,4
442,443,0,3,male,25.0,1,0,347076,7.775,X,S,4
443,444,1,2,female,28.0,0,0,230434,13.0,X,S,3
444,445,1,3,male,26.507588932806325,0,0,65306,8.1125,X,S,4
445,446,1,1,male,4.0,0,2,33638,81.8583,A,S,1
446,447,1,2,female,13.0,0,1,250644,19.5,X,S,3
447,448,1,1,male,34.0,0,0,113794,26.55,X,S,4
448,449,1,3,female,5.0,2,1,2666,19.2583,X,C,3
449,450,1,1,male,52.0,0,0,113786,30.5,C,S,5
450,451,0,2,male,36.0,1,2,C.A. 34651,27.75,X,S,4
451,452,0,3,male,26.507588932806325,1,0,65303,19.9667,X,S,4
452,453,0,1,male,30.0,0,0,113051,27.75,C,C,4
453,454,1,1,male,49.0,1,0,17453,89.1042,C,C,4
454,455,0,3,male,26.507588932806325,0,0,A/5 2817,8.05,X,S,4
455,456,1,3,male,29.0,0,0,349240,7.8958,X,C,4
456,457,0,1,male,65.0,0,0,13509,26.55,E,S,4
457,458,1,1,female,34.61176470588235,1,0,17464,51.8625,D,S,2
458,459,1,2,female,50.0,0,0,F.C.C. 13531,10.5,X,S,3
459,460,0,3,male,26.507588932806325,0,0,371060,7.75,X,Q,4
460,461,1,1,male,48.0,0,0,19952,26.55,E,S,4
461,462,0,3,male,34.0,0,0,364506,8.05,X,S,4
462,463,0,1,male,47.0,0,0,111320,38.5,E,S,4
463,464,0,2,male,48.0,0,0,234360,13.0,X,S,4
464,465,0,3,male,26.507588932806325,0,0,A/S 2816,8.05,X,S,4
465,466,0,3,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,X,S,4
466,467,0,2,male,30.74070707070707,0,0,239853,0.0,X,S,4
467,468,0,1,male,56.0,0,0,113792,26.55,X,S,4
468,469,0,3,male,26.507588932806325,0,0,36209,7.725,X,Q,4
469,470,1,3,female,0.75,2,1,2666,19.2583,X,C,3
470,471,0,3,male,26.507588932806325,0,0,323592,7.25,X,S,4
471,472,0,3,male,38.0,0,0,315089,8.6625,X,S,4
472,473,1,2,female,33.0,1,2,C.A. 34651,27.75,X,S,2
473,474,1,2,female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,2
474,475,0,3,female,22.0,0,0,7553,9.8375,X,S,3
475,476,0,1,male,41.28138613861386,0,0,110465,52.0,A,S,4
476,477,0,2,male,34.0,1,0,31027,21.0,X,S,4
477,478,0,3,male,29.0,1,0,3460,7.0458,X,S,4
478,479,0,3,male,22.0,0,0,350060,7.5208,X,S,4
479,480,1,3,female,2.0,0,1,3101298,12.2875,X,S,3
480,481,0,3,male,9.0,5,2,CA 2144,46.9,X,S,1
481,482,0,2,male,30.74070707070707,0,0,239854,0.0,X,S,4
482,483,0,3,male,50.0,0,0,A/5 3594,8.05,X,S,4
483,484,1,3,female,63.0,0,0,4134,9.5875,X,S,2
484,485,1,1,male,25.0,1,0,11967,91.0792,B,C,4
485,486,0,3,female,21.75,3,1,4133,25.4667,X,S,3
486,487,1,1,female,35.0,1,0,19943,90.0,C,S,2
487,488,0,1,male,58.0,0,0,11771,29.7,B,C,4
488,489,0,3,male,30.0,0,0,A.5. 18509,8.05,X,S,4
489,490,1,3,male,9.0,1,1,C.A. 37671,15.9,X,S,1
490,491,0,3,male,26.507588932806325,1,0,65304,19.9667,X,S,4
491,492,0,3,male,21.0,0,0,SOTON/OQ 3101317,7.25,X,S,4
492,493,0,1,male,55.0,0,0,113787,30.5,C,S,4
493,494,0,1,male,71.0,0,0,PC 17609,49.5042,X,C,4
494,495,0,3,male,21.0,0,0,A/4 45380,8.05,X,S,4
495,496,0,3,male,26.507588932806325,0,0,2627,14.4583,X,C,4
496,497,1,1,female,54.0,1,0,36947,78.2667,D,C,3
497,498,0,3,male,26.507588932806325,0,0,C.A. 6212,15.1,X,S,4
498,499,0,1,female,25.0,1,2,113781,151.55,C,S,2
499,500,0,3,male,24.0,0,0,350035,7.7958,X,S,4
500,501,0,3,male,17.0,0,0,315086,8.6625,X,S,4
501,502,0,3,female,21.0,0,0,364846,7.75,X,Q,3
502,503,0,3,female,21.75,0,0,330909,7.6292,X,Q,3
503,504,0,3,female,37.0,0,0,4135,9.5875,X,S,3
504,505,1,1,female,16.0,0,0,110152,86.5,B,S,3
505,506,0,1,male,18.0,1,0,PC 17758,108.9,C,C,4
506,507,1,2,female,33.0,0,2,26360,26.0,X,S,2
507,508,1,1,male,41.28138613861386,0,0,111427,26.55,X,S,4
508,509,0,3,male,28.0,0,0,C 4001,22.525,X,S,4
509,510,1,3,male,26.0,0,0,1601,56.4958,X,S,4
510,511,1,3,male,29.0,0,0,382651,7.75,X,Q,4
511,512,0,3,male,26.507588932806325,0,0,SOTON/OQ 3101316,8.05,X,S,4
512,513,1,1,male,36.0,0,0,PC 17473,26.2875,E,S,4
513,514,1,1,female,54.0,1,0,PC 17603,59.4,X,C,2
514,515,0,3,male,24.0,0,0,349209,7.4958,X,S,4
515,516,0,1,male,47.0,0,0,36967,34.0208,D,S,4
516,517,1,2,female,34.0,0,0,C.A. 34260,10.5,F,S,2
517,518,0,3,male,26.507588932806325,0,0,371110,24.15,X,Q,4
518,519,1,2,female,36.0,1,0,226875,26.0,X,S,2
519,520,0,3,male,32.0,0,0,349242,7.8958,X,S,4
520,521,1,1,female,30.0,0,0,12749,93.5,B,S,3
521,522,0,3,male,22.0,0,0,349252,7.8958,X,S,4
522,523,0,3,male,26.507588932806325,0,0,2624,7.225,X,C,4
523,524,1,1,female,44.0,0,1,111361,57.9792,B,C,2
524,525,0,3,male,26.507588932806325,0,0,2700,7.2292,X,C,4
525,526,0,3,male,40.5,0,0,367232,7.75,X,Q,4
526,527,1,2,female,50.0,0,0,W./C. 14258,10.5,X,S,3
527,528,0,1,male,41.28138613861386,0,0,PC 17483,221.7792,C,S,4
528,529,0,3,male,39.0,0,0,3101296,7.925,X,S,4
529,530,0,2,male,23.0,2,1,29104,11.5,X,S,4
530,531,1,2,female,2.0,1,1,26360,26.0,X,S,3
531,532,0,3,male,26.507588932806325,0,0,2641,7.2292,X,C,4
532,533,0,3,male,17.0,1,1,2690,7.2292,X,C,4
533,534,1,3,female,21.75,0,2,2668,22.3583,X,C,2
534,535,0,3,female,30.0,0,0,315084,8.6625,X,S,3
535,536,1,2,female,7.0,0,2,F.C.C. 13529,26.25,X,S,3
536,537,0,1,male,45.0,0,0,113050,26.55,B,S,5
537,538,1,1,female,30.0,0,0,PC 17761,106.425,X,C,3
538,539,0,3,male,26.507588932806325,0,0,364498,14.5,X,S,4
539,540,1,1,female,22.0,0,2,13568,49.5,B,C,3
540,541,1,1,female,36.0,0,2,WE/P 5735,71.0,B,S,3
541,542,0,3,female,9.0,4,2,347082,31.275,X,S,3
542,543,0,3,female,11.0,4,2,347082,31.275,X,S,3
543,544,1,2,male,32.0,1,0,2908,26.0,X,S,4
544,545,0,1,male,50.0,1,0,PC 17761,106.425,C,C,4
545,546,0,1,male,64.0,0,0,693,26.0,X,S,4
546,547,1,2,female,19.0,1,0,2908,26.0,X,S,2
547,548,1,2,male,30.74070707070707,0,0,SC/PARIS 2146,13.8625,X,C,4
548,549,0,3,male,33.0,1,1,363291,20.525,X,S,4
549,550,1,2,male,8.0,1,1,C.A. 33112,36.75,X,S,1
550,551,1,1,male,17.0,0,2,17421,110.8833,C,C,4
551,552,0,2,male,27.0,0,0,244358,26.0,X,S,4
552,553,0,3,male,26.507588932806325,0,0,330979,7.8292,X,Q,4
553,554,1,3,male,22.0,0,0,2620,7.225,X,C,4
554,555,1,3,female,22.0,0,0,347085,7.775,X,S,3
555,556,0,1,male,62.0,0,0,113807,26.55,X,S,4
556,557,1,1,female,48.0,1,0,11755,39.6,A,C,1
557,558,0,1,male,41.28138613861386,0,0,PC 17757,227.525,X,C,4
558,559,1,1,female,39.0,1,1,110413,79.65,E,S,2
559,560,1,3,female,36.0,1,0,345572,17.4,X,S,2
560,561,0,3,male,26.507588932806325,0,0,372622,7.75,X,Q,4
561,562,0,3,male,40.0,0,0,349251,7.8958,X,S,4
562,563,0,2,male,28.0,0,0,218629,13.5,X,S,4
563,564,0,3,male,26.507588932806325,0,0,SOTON/OQ 392082,8.05,X,S,4
564,565,0,3,female,21.75,0,0,SOTON/O.Q. 392087,8.05,X,S,3
565,566,0,3,male,24.0,2,0,A/4 48871,24.15,X,S,4
566,567,0,3,male,19.0,0,0,349205,7.8958,X,S,4
567,568,0,3,female,29.0,0,4,349909,21.075,X,S,2
568,569,0,3,male,26.507588932806325,0,0,2686,7.2292,X,C,4
569,570,1,3,male,32.0,0,0,350417,7.8542,X,S,4
570,571,1,2,male,62.0,0,0,S.W./PP 752,10.5,X,S,4
571,572,1,1,female,53.0,2,0,11769,51.4792,C,S,2
572,573,1,1,male,36.0,0,0,PC 17474,26.3875,E,S,4
573,574,1,3,female,21.75,0,0,14312,7.75,X,Q,3
574,575,0,3,male,16.0,0,0,A/4. 20589,8.05,X,S,4
575,576,0,3,male,19.0,0,0,358585,14.5,X,S,4
576,577,1,2,female,34.0,0,0,243880,13.0,X,S,3
577,578,1,1,female,39.0,1,0,13507,55.9,E,S,2
578,579,0,3,female,21.75,1,0,2689,14.4583,X,C,2
579,580,1,3,male,32.0,0,0,STON/O 2. 3101286,7.925,X,S,4
580,581,1,2,female,25.0,1,1,237789,30.0,X,S,3
581,582,1,1,female,39.0,1,1,17421,110.8833,C,C,2
582,583,0,2,male,54.0,0,0,28403,26.0,X,S,4
583,584,0,1,male,36.0,0,0,13049,40.125,A,C,4
584,585,0,3,male,26.507588932806325,0,0,3411,8.7125,X,C,4
585,586,1,1,female,18.0,0,2,110413,79.65,E,S,3
586,587,0,2,male,47.0,0,0,237565,15.0,X,S,4
587,588,1,1,male,60.0,1,1,13567,79.2,B,C,4
588,589,0,3,male,22.0,0,0,14973,8.05,X,S,4
589,590,0,3,male,26.507588932806325,0,0,A./5. 3235,8.05,X,S,4
590,591,0,3,male,35.0,0,0,STON/O 2. 3101273,7.125,X,S,4
591,592,1,1,female,52.0,1,0,36947,78.2667,D,C,2
592,593,0,3,male,47.0,0,0,A/5 3902,7.25,X,S,4
593,594,0,3,female,21.75,0,2,364848,7.75,X,Q,3
594,595,0,2,male,37.0,1,0,SC/AH 29037,26.0,X,S,4
595,596,0,3,male,36.0,1,1,345773,24.15,X,S,4
596,597,1,2,female,28.722972972972972,0,0,248727,33.0,X,S,3
597,598,0,3,male,49.0,0,0,LINE,0.0,X,S,4
598,599,0,3,male,26.507588932806325,0,0,2664,7.225,X,C,4
599,600,1,1,male,49.0,1,0,PC 17485,56.9292,A,C,1
600,601,1,2,female,24.0,2,1,243847,27.0,X,S,2
601,602,0,3,male,26.507588932806325,0,0,349214,7.8958,X,S,4
602,603,0,1,male,41.28138613861386,0,0,113796,42.4,X,S,4
603,604,0,3,male,44.0,0,0,364511,8.05,X,S,4
604,605,1,1,male,35.0,0,0,111426,26.55,X,C,4
605,606,0,3,male,36.0,1,0,349910,15.55,X,S,4
606,607,0,3,male,30.0,0,0,349246,7.8958,X,S,4
607,608,1,1,male,27.0,0,0,113804,30.5,X,S,4
608,609,1,2,female,22.0,1,2,SC/Paris 2123,41.5792,X,C,2
609,610,1,1,female,40.0,0,0,PC 17582,153.4625,C,S,3
610,611,0,3,female,39.0,1,5,347082,31.275,X,S,2
611,612,0,3,male,26.507588932806325,0,0,SOTON/O.Q. 3101305,7.05,X,S,4
612,613,1,3,female,21.75,1,0,367230,15.5,X,Q,3
613,614,0,3,male,26.507588932806325,0,0,370377,7.75,X,Q,4
614,615,0,3,male,35.0,0,0,364512,8.05,X,S,4
615,616,1,2,female,24.0,1,2,220845,65.0,X,S,3
616,617,0,3,male,34.0,1,1,347080,14.4,X,S,4
617,618,0,3,female,26.0,1,0,A/5. 3336,16.1,X,S,2
618,619,1,2,female,4.0,2,1,230136,39.0,F,S,3
619,620,0,2,male,26.0,0,0,31028,10.5,X,S,4
620,621,0,3,male,27.0,1,0,2659,14.4542,X,C,4
621,622,1,1,male,42.0,1,0,11753,52.5542,D,S,4
622,623,1,3,male,20.0,1,1,2653,15.7417,X,C,4
623,624,0,3,male,21.0,0,0,350029,7.8542,X,S,4
624,625,0,3,male,21.0,0,0,54636,16.1,X,S,4
625,626,0,1,male,61.0,0,0,36963,32.3208,D,S,4
626,627,0,2,male,57.0,0,0,219533,12.35,X,Q,5
627,628,1,1,female,21.0,0,0,13502,77.9583,D,S,3
628,629,0,3,male,26.0,0,0,349224,7.8958,X,S,4
629,630,0,3,male,26.507588932806325,0,0,334912,7.7333,X,Q,4
630,631,1,1,male,80.0,0,0,27042,30.0,A,S,4
631,632,0,3,male,51.0,0,0,347743,7.0542,X,S,4
632,633,1,1,male,32.0,0,0,13214,30.5,B,C,1
633,634,0,1,male,41.28138613861386,0,0,112052,0.0,X,S,4
634,635,0,3,female,9.0,3,2,347088,27.9,X,S,3
635,636,1,2,female,28.0,0,0,237668,13.0,X,S,3
636,637,0,3,male,32.0,0,0,STON/O 2. 3101292,7.925,X,S,4
637,638,0,2,male,31.0,1,1,C.A. 31921,26.25,X,S,4
638,639,0,3,female,41.0,0,5,3101295,39.6875,X,S,2
639,640,0,3,male,26.507588932806325,1,0,376564,16.1,X,S,4
640,641,0,3,male,20.0,0,0,350050,7.8542,X,S,4
641,642,1,1,female,24.0,0,0,PC 17477,69.3,B,C,3
642,643,0,3,female,2.0,3,2,347088,27.9,X,S,3
643,644,1,3,male,26.507588932806325,0,0,1601,56.4958,X,S,4
644,645,1,3,female,0.75,2,1,2666,19.2583,X,C,3
645,646,1,1,male,48.0,1,0,PC 17572,76.7292,D,C,4
646,647,0,3,male,19.0,0,0,349231,7.8958,X,S,4
647,648,1,1,male,56.0,0,0,13213,35.5,A,C,5
648,649,0,3,male,26.507588932806325,0,0,S.O./P.P. 751,7.55,X,S,4
649,650,1,3,female,23.0,0,0,CA. 2314,7.55,X,S,3
650,651,0,3,male,26.507588932806325,0,0,349221,7.8958,X,S,4
651,652,1,2,female,18.0,0,1,231919,23.0,X,S,3
652,653,0,3,male,21.0,0,0,8475,8.4333,X,S,4
653,654,1,3,female,21.75,0,0,330919,7.8292,X,Q,3
654,655,0,3,female,18.0,0,0,365226,6.75,X,Q,3
655,656,0,2,male,24.0,2,0,S.O.C. 14879,73.5,X,S,4
656,657,0,3,male,26.507588932806325,0,0,349223,7.8958,X,S,4
657,658,0,3,female,32.0,1,1,364849,15.5,X,Q,2
658,659,0,2,male,23.0,0,0,29751,13.0,X,S,4
659,660,0,1,male,58.0,0,2,35273,113.275,D,C,4
660,661,1,1,male,50.0,2,0,PC 17611,133.65,X,S,1
661,662,0,3,male,40.0,0,0,2623,7.225,X,C,4
662,663,0,1,male,47.0,0,0,5727,25.5875,E,S,4
663,664,0,3,male,36.0,0,0,349210,7.4958,X,S,4
664,665,1,3,male,20.0,1,0,STON/O 2. 3101285,7.925,X,S,4
665,666,0,2,male,32.0,2,0,S.O.C. 14879,73.5,X,S,4
666,667,0,2,male,25.0,0,0,234686,13.0,X,S,4
667,668,0,3,male,26.507588932806325,0,0,312993,7.775,X,S,4
668,669,0,3,male,43.0,0,0,A/5 3536,8.05,X,S,4
669,670,1,1,female,34.61176470588235,1,0,19996,52.0,C,S,2
670,671,1,2,female,40.0,1,1,29750,39.0,X,S,2
671,672,0,1,male,31.0,1,0,F.C. 12750,52.0,B,S,4
672,673,0,2,male,70.0,0,0,C.A. 24580,10.5,X,S,4
673,674,1,2,male,31.0,0,0,244270,13.0,X,S,4
674,675,0,2,male,30.74070707070707,0,0,239856,0.0,X,S,4
675,676,0,3,male,18.0,0,0,349912,7.775,X,S,4
676,677,0,3,male,24.5,0,0,342826,8.05,X,S,4
677,678,1,3,female,18.0,0,0,4138,9.8417,X,S,3
678,679,0,3,female,43.0,1,6,CA 2144,46.9,X,S,2
679,680,1,1,male,36.0,0,1,PC 17755,512.3292,B,C,4
680,681,0,3,female,21.75,0,0,330935,8.1375,X,Q,3
681,682,1,1,male,27.0,0,0,PC 17572,76.7292,D,C,4
682,683,0,3,male,20.0,0,0,6563,9.225,X,S,4
683,684,0,3,male,14.0,5,2,CA 2144,46.9,X,S,4
684,685,0,2,male,60.0,1,1,29750,39.0,X,S,4
685,686,0,2,male,25.0,1,2,SC/Paris 2123,41.5792,X,C,4
686,687,0,3,male,14.0,4,1,3101295,39.6875,X,S,4
687,688,0,3,male,19.0,0,0,349228,10.1708,X,S,4
688,689,0,3,male,18.0,0,0,350036,7.7958,X,S,4
689,690,1,1,female,15.0,0,1,24160,211.3375,B,S,3
690,691,1,1,male,31.0,1,0,17474,57.0,B,S,4
691,692,1,3,female,4.0,0,1,349256,13.4167,X,C,3
692,693,1,3,male,26.507588932806325,0,0,1601,56.4958,X,S,4
693,694,0,3,male,25.0,0,0,2672,7.225,X,C,4
694,695,0,1,male,60.0,0,0,113800,26.55,X,S,5
695,696,0,2,male,52.0,0,0,248731,13.5,X,S,4
696,697,0,3,male,44.0,0,0,363592,8.05,X,S,4
697,698,1,3,female,21.75,0,0,35852,7.7333,X,Q,3
698,699,0,1,male,49.0,1,1,17421,110.8833,C,C,4
699,700,0,3,male,42.0,0,0,348121,7.65,F,S,4
700,701,1,1,female,18.0,1,0,PC 17757,227.525,C,C,2
701,702,1,1,male,35.0,0,0,PC 17475,26.2875,E,S,4
702,703,0,3,female,18.0,0,1,2691,14.4542,X,C,3
703,704,0,3,male,25.0,0,0,36864,7.7417,X,Q,4
704,705,0,3,male,26.0,1,0,350025,7.8542,X,S,4
705,706,0,2,male,39.0,0,0,250655,26.0,X,S,4
706,707,1,2,female,45.0,0,0,223596,13.5,X,S,2
707,708,1,1,male,42.0,0,0,PC 17476,26.2875,E,S,4
708,709,1,1,female,22.0,0,0,113781,151.55,X,S,3
709,710,1,3,male,26.507588932806325,1,1,2661,15.2458,X,C,1
710,711,1,1,female,24.0,0,0,PC 17482,49.5042,C,C,3
711,712,0,1,male,41.28138613861386,0,0,113028,26.55,C,S,4
712,713,1,1,male,48.0,1,0,19996,52.0,C,S,4
713,714,0,3,male,29.0,0,0,7545,9.4833,X,S,4
714,715,0,2,male,52.0,0,0,250647,13.0,X,S,4
715,716,0,3,male,19.0,0,0,348124,7.65,F,S,4
716,717,1,1,female,38.0,0,0,PC 17757,227.525,C,C,3
717,718,1,2,female,27.0,0,0,34218,10.5,E,S,3
718,719,0,3,male,26.507588932806325,0,0,36568,15.5,X,Q,4
719,720,0,3,male,33.0,0,0,347062,7.775,X,S,4
720,721,1,2,female,6.0,0,1,248727,33.0,X,S,3
721,722,0,3,male,17.0,1,0,350048,7.0542,X,S,4
722,723,0,2,male,34.0,0,0,12233,13.0,X,S,4
723,724,0,2,male,50.0,0,0,250643,13.0,X,S,4
724,725,1,1,male,27.0,1,0,113806,53.1,E,S,4
725,726,0,3,male,20.0,0,0,315094,8.6625,X,S,4
726,727,1,2,female,30.0,3,0,31027,21.0,X,S,2
727,728,1,3,female,21.75,0,0,36866,7.7375,X,Q,3
728,729,0,2,male,25.0,1,0,236853,26.0,X,S,4
729,730,0,3,female,25.0,1,0,STON/O2. 3101271,7.925,X,S,3
730,731,1,1,female,29.0,0,0,24160,211.3375,B,S,3
731,732,0,3,male,11.0,0,0,2699,18.7875,X,C,4
732,733,0,2,male,30.74070707070707,0,0,239855,0.0,X,S,4
733,734,0,2,male,23.0,0,0,28425,13.0,X,S,4
734,735,0,2,male,23.0,0,0,233639,13.0,X,S,4
735,736,0,3,male,28.5,0,0,54636,16.1,X,S,4
736,737,0,3,female,48.0,1,3,W./C. 6608,34.375,X,S,2
737,738,1,1,male,35.0,0,0,PC 17755,512.3292,B,C,4
738,739,0,3,male,26.507588932806325,0,0,349201,7.8958,X,S,4
739,740,0,3,male,26.507588932806325,0,0,349218,7.8958,X,S,4
740,741,1,1,male,41.28138613861386,0,0,16988,30.0,D,S,4
741,742,0,1,male,36.0,1,0,19877,78.85,C,S,4
742,743,1,1,female,21.0,2,2,PC 17608,262.375,B,C,3
743,744,0,3,male,24.0,1,0,376566,16.1,X,S,4
744,745,1,3,male,31.0,0,0,STON/O 2. 3101288,7.925,X,S,4
745,746,0,1,male,70.0,1,1,WE/P 5735,71.0,B,S,5
746,747,0,3,male,16.0,1,1,C.A. 2673,20.25,X,S,4
747,748,1,2,female,30.0,0,0,250648,13.0,X,S,3
748,749,0,1,male,19.0,1,0,113773,53.1,D,S,4
749,750,0,3,male,31.0,0,0,335097,7.75,X,Q,4
750,751,1,2,female,4.0,1,1,29103,23.0,X,S,3
751,752,1,3,male,6.0,0,1,392096,12.475,E,S,1
752,753,0,3,male,33.0,0,0,345780,9.5,X,S,4
753,754,0,3,male,23.0,0,0,349204,7.8958,X,S,4
754,755,1,2,female,48.0,1,2,220845,65.0,X,S,2
755,756,1,2,male,0.67,1,1,250649,14.5,X,S,1
756,757,0,3,male,28.0,0,0,350042,7.7958,X,S,4
757,758,0,2,male,18.0,0,0,29108,11.5,X,S,4
758,759,0,3,male,34.0,0,0,363294,8.05,X,S,4
759,760,1,1,female,33.0,0,0,110152,86.5,B,S,1
760,761,0,3,male,26.507588932806325,0,0,358585,14.5,X,S,4
761,762,0,3,male,41.0,0,0,SOTON/O2 3101272,7.125,X,S,4
762,763,1,3,male,20.0,0,0,2663,7.2292,X,C,4
763,764,1,1,female,36.0,1,2,113760,120.0,B,S,2
764,765,0,3,male,16.0,0,0,347074,7.775,X,S,4
765,766,1,1,female,51.0,1,0,13502,77.9583,D,S,2
766,767,0,1,male,41.28138613861386,0,0,112379,39.6,X,C,1
767,768,0,3,female,30.5,0,0,364850,7.75,X,Q,3
768,769,0,3,male,26.507588932806325,1,0,371110,24.15,X,Q,4
769,770,0,3,male,32.0,0,0,8471,8.3625,X,S,4
770,771,0,3,male,24.0,0,0,345781,9.5,X,S,4
771,772,0,3,male,48.0,0,0,350047,7.8542,X,S,4
772,773,0,2,female,57.0,0,0,S.O./P.P. 3,10.5,E,S,2
773,774,0,3,male,26.507588932806325,0,0,2674,7.225,X,C,4
774,775,1,2,female,54.0,1,3,29105,23.0,X,S,2
775,776,0,3,male,18.0,0,0,347078,7.75,X,S,4
776,777,0,3,male,26.507588932806325,0,0,383121,7.75,F,Q,4
777,778,1,3,female,5.0,0,0,364516,12.475,X,S,3
778,779,0,3,male,26.507588932806325,0,0,36865,7.7375,X,Q,4
779,780,1,1,female,43.0,0,1,24160,211.3375,B,S,2
780,781,1,3,female,13.0,0,0,2687,7.2292,X,C,3
781,782,1,1,female,17.0,1,0,17474,57.0,B,S,2
782,783,0,1,male,29.0,0,0,113501,30.0,D,S,4
783,784,0,3,male,26.507588932806325,1,2,W./C. 6607,23.45,X,S,4
784,785,0,3,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,X,S,4
785,786,0,3,male,25.0,0,0,374887,7.25,X,S,4
786,787,1,3,female,18.0,0,0,3101265,7.4958,X,S,3
787,788,0,3,male,8.0,4,1,382652,29.125,X,Q,1
788,789,1,3,male,1.0,1,2,C.A. 2315,20.575,X,S,1
789,790,0,1,male,46.0,0,0,PC 17593,79.2,B,C,4
790,791,0,3,male,26.507588932806325,0,0,12460,7.75,X,Q,4
791,792,0,2,male,16.0,0,0,239865,26.0,X,S,4
792,793,0,3,female,21.75,8,2,CA. 2343,69.55,X,S,3
793,794,0,1,male,41.28138613861386,0,0,PC 17600,30.6958,X,C,4
794,795,0,3,male,25.0,0,0,349203,7.8958,X,S,4
795,796,0,2,male,39.0,0,0,28213,13.0,X,S,4
796,797,1,1,female,49.0,0,0,17465,25.9292,D,S,1
797,798,1,3,female,31.0,0,0,349244,8.6833,X,S,2
798,799,0,3,male,30.0,0,0,2685,7.2292,X,C,4
799,800,0,3,female,30.0,1,1,345773,24.15,X,S,2
800,801,0,2,male,34.0,0,0,250647,13.0,X,S,4
801,802,1,2,female,31.0,1,1,C.A. 31921,26.25,X,S,2
802,803,1,1,male,11.0,1,2,113760,120.0,B,S,1
803,804,1,3,male,0.42,0,1,2625,8.5167,X,C,1
804,805,1,3,male,27.0,0,0,347089,6.975,X,S,4
805,806,0,3,male,31.0,0,0,347063,7.775,X,S,4
806,807,0,1,male,39.0,0,0,112050,0.0,A,S,4
807,808,0,3,female,18.0,0,0,347087,7.775,X,S,3
808,809,0,2,male,39.0,0,0,248723,13.0,X,S,4
809,810,1,1,female,33.0,1,0,113806,53.1,E,S,2
810,811,0,3,male,26.0,0,0,3474,7.8875,X,S,4
811,812,0,3,male,39.0,0,0,A/4 48871,24.15,X,S,4
812,813,0,2,male,35.0,0,0,28206,10.5,X,S,4
813,814,0,3,female,6.0,4,2,347082,31.275,X,S,3
814,815,0,3,male,30.5,0,0,364499,8.05,X,S,4
815,816,0,1,male,41.28138613861386,0,0,112058,0.0,B,S,4
816,817,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,X,S,3
817,818,0,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,X,C,4
818,819,0,3,male,43.0,0,0,C 7075,6.45,X,S,4
819,820,0,3,male,10.0,3,2,347088,27.9,X,S,1
820,821,1,1,female,52.0,1,1,12749,93.5,B,S,2
821,822,1,3,male,27.0,0,0,315098,8.6625,X,S,4
822,823,0,1,male,38.0,0,0,19972,0.0,X,S,1
823,824,1,3,female,27.0,0,1,392096,12.475,E,S,2
824,825,0,3,male,2.0,4,1,3101295,39.6875,X,S,1
825,826,0,3,male,26.507588932806325,0,0,368323,6.95,X,Q,4
826,827,0,3,male,26.507588932806325,0,0,1601,56.4958,X,S,4
827,828,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,X,C,1
828,829,1,3,male,26.507588932806325,0,0,367228,7.75,X,Q,4
829,830,1,1,female,62.0,0,0,113572,80.0,B,S,2
830,831,1,3,female,15.0,1,0,2659,14.4542,X,C,2
831,832,1,2,male,0.83,1,1,29106,18.75,X,S,1
832,833,0,3,male,26.507588932806325,0,0,2671,7.2292,X,C,4
